nl,code
substitute self._options for client.behaviors.,client . behaviors = self . _options
return client.,return client
from __future__ import unicode_literals into default name space.,from __future__ import unicode_literals
import module hashlib.,import hashlib
from django.utils.encoding import force_bytes into default name space.,from django . utils . encoding import force_bytes
from django.utils.http import urlquote into default name space.,from django . utils . http import urlquote
TEMPLATE_FRAGMENT_KEY_TEMPLATE is a string 'template.cache.%s.%s'.,TEMPLATE_FRAGMENT_KEY_TEMPLATE = 'template.cache.%s.%s'
define the function make_template_fragment_key with fragment_name and vary_on defaulting to None as arguments.,"def make_template_fragment_key ( fragment_name , vary_on = None ) :"
"if vary_on is None,",if vary_on is None :
vary_on is an empty tuple.,vary_on = ( )
"call the function urlquote with argument var for every var in vary_on, join the results into a string separated by ':', substitute it for key.",key = ':' . join ( urlquote ( var ) for var in vary_on )
call the hashlib.md5 fuction with force_bytes(key) as argument.,args = hashlib . md5 ( force_bytes ( key ) )
"substitute '%s' in TEMPLATE_FRAGMENT_KEY_TEMPLATE string with fragment_name and args.hexdigest(), respectively, return the result.","return TEMPLATE_FRAGMENT_KEY_TEMPLATE % ( fragment_name , args . hexdigest ( ) )"
from __future__ import unicode_literals into default name space.,from __future__ import unicode_literals
"from .messages import CheckMessage, Debug, Info, Warning, Error, Critical, DEBUG, INFO, WARNING, ERROR and CRITICAL into default name space.","from . messages import ( CheckMessage , Debug , Info , Warning , Error , Critical , DEBUG , INFO , WARNING , ERROR , CRITICAL )"
"from .registry import register, run_checks, tag_exists and Tags into default name space.","from . registry import register , run_checks , tag_exists , Tags"
import module django.core.checks.compatibility.django_1_6_0.,import django . core . checks . compatibility . django_1_6_0
import module django.core.checks.compatibility.django_1_7_0.,import django . core . checks . compatibility . django_1_7_0
import module django.core.checks.model_checks.,import django . core . checks . model_checks
"__all__ is a list containing next strings, 'CheckMessage', 'Debug', 'Info', 'Warning', 'Error', 'Critical',","__all__ = [ 'CheckMessage' , 'Debug' , 'Info' , 'Warning' , 'Error' , 'Critical' , 'DEBUG' , 'INFO' , 'WARNING' , 'ERROR' , 'CRITICAL' , 'register' , 'run_checks' , 'tag_exists' , 'Tags' , ]"
from __future__ import unicode_literals into default name space.,from __future__ import unicode_literals
from django.apps import apps into default name space.,from django . apps import apps
"from .. import Warning, register and Tags into default name space.","from . . import Warning , register , Tags"
decorator register with argument Tags.compatibility.,@ register ( Tags . compatibility )
define the function check_1_6_compatibility with argument kwargs dictionary.,def check_1_6_compatibility ( ** kwargs ) :
errors is an empty list,errors = [ ]
"call the function _check_test_runner with dictionary kwargs as argument, use the result as an argument for the call to the function errors.extend.",errors . extend ( _check_test_runner ( ** kwargs ) )
"call the function _check_boolean_field_default_value with dictionary kwargs as argument, use the result as an argument for the call to the function errors.extend.",errors . extend ( _check_boolean_field_default_value ( ** kwargs ) )
return errors.,return errors
define the function _check_test_runner with app_config set to None and kwargs dictionary as arguments.,"def _check_test_runner ( app_configs = None , ** kwargs ) :"
from django.conf import settings into default name space.,from django . conf import settings
weight is an integer 0.,weight = 0
if call to the settings.is_overridden with string 'TEST_RUNNER' evaluates to boolean False.,if not settings . is_overridden ( 'TEST_RUNNER' ) :
"try,",try :
settings.SITE_ID.,settings . SITE_ID
increment weight by integer 2.,weight += 2
"if AttributeError exception is caught,",except AttributeError :
do nothing.,pass
"try,",try :
settings.BASE_DIR.,settings . BASE_DIR
"if AttributeError exception is caught,",except AttributeError :
increment weight by integer 2.,weight += 2
"call the function settings.is_overridden with argument string 'TEMPLATE_LOADERS', if it evaluates to boolean True,",if settings . is_overridden ( 'TEMPLATE_LOADERS' ) :
increment weight by integer 2.,weight += 2
"call the function settings.is_overridden with argument string 'MANAGERS', if it evaluates to boolean True,",if settings . is_overridden ( 'MANAGERS' ) :
increment weight by integer 2.,weight += 2
"call the function settings.is_overridden with argument string 'ADMINS', if it evaluates to boolean True,",if settings . is_overridden ( 'ADMINS' ) :
increment weight by integer 2.,weight += 1
"if string 'django.middleware.clickjacking.XFrameOptionsMiddleware' is not contained in settings.MIDDLEWARE_CLASSES set,",if 'django.middleware.clickjacking.XFrameOptionsMiddleware' not in set ( settings . MIDDLEWARE_CLASSES ) :
increment weight by integer 2.,weight += 1
"if weight is greater or equal to integer 6,",if weight >= 6 :
"call the Warning function with 3 arguments: hint tuple containing one string, Django 1.6 introduced a new default test runner.","return [ Warning ( ""Some project unittests may not execute as expected."" , hint = ( ""Django 1.6 introduced a new default test runner. It looks like "" ""this project was generated using Django 1.5 or earlier. You should "" ""ensure your tests are all running & behaving as expected. See "" ""https://docs.djangoproject.com/en/dev/releases/1.6/#new-test-runner "" ""for more information."" ) , obj = None , id = '1_6.W001' , ) ]"
"It looks like this project was generated using Django 1.5 or earlier. You should ensure your tests are all running & behaving as expected. See https://docs.djangoproject.com/en/dev/releases/1.6/#new-test-runner for more information."", obj set to None and id set to a string '1_6.W001', put the result into a list and return it. if not,",else :
return an empty list.,return [ ]
define the function _check_boolean_field_default_value with app_config set to None and kwargs dictionary as arguments.,"def _check_boolean_field_default_value ( app_configs = None , ** kwargs ) :"
from django.db import models into default name space.,from django . db import models
"append field to problem_fields list for every model in apps.get_models with argument kwargs dictionary, only if app_configs is None,","problem_fields = [ field for model in apps . get_models ( ** kwargs ) if app_configs is None or model . _meta . app_config in app_configs for field in model . _meta . local_fields if isinstance ( field , models . BooleanField ) and not field . has_default ( ) ]"
"or model._meta.app_config is contained in app_configs, for every field in model._meta.local_fields, #ANNOTATION only if field is an instance of models.BooleanField and field.has_default() evaluates to False. call the Warning function with 4 arguments: string ""BooleanField does not have a default value."",","return [ Warning ( ""BooleanField does not have a default value."" , hint = ( ""Django 1.6 changed the default value of BooleanField from False to None. "" ""See https://docs.djangoproject.com/en/1.6/ref/models/fields/#booleanfield "" ""for more information."" ) , obj = field , id = '1_6.W002' , ) for field in problem_fields ]"
from __future__ import unicode_literals into default name space.,from __future__ import unicode_literals
"from .. import Warning, register and Tags into default name space.","from . . import Warning , register , Tags"
decorator register with argument Tags.compatibility.,@ register ( Tags . compatibility )
define the function check_1_7_compatibility with argument kwargs dictionary.,def check_1_7_compatibility ( ** kwargs ) :
errors is an empty list.,errors = [ ]
"call the function _check_middleware_classes with dictionary kwargs as argument, use the result as an argument for the call to the function errors.extend.",errors . extend ( _check_middleware_classes ( ** kwargs ) )
return errors.,return errors
define the function _check_middleware_classes with app_config set to None and kwargs dictionary as arguments.,"def _check_middleware_classes ( app_configs = None , ** kwargs ) :"
from django.conf import settings into default name space.,from django . conf import settings
"call the function settings.is_overridden with argument string 'MIDDLEWARE_CLASSES', if the result is boolean False,",if not settings . is_overridden ( 'MIDDLEWARE_CLASSES' ) :
"call the Warning function with 4 arguments: string ""MIDDLEWARE_CLASSES is not set."", hint tuple containing one string,","return [ Warning ( ""MIDDLEWARE_CLASSES is not set."" , hint = ( ""Django 1.7 changed the global defaults for the MIDDLEWARE_CLASSES. "" ""django.contrib.sessions.middleware.SessionMiddleware, "" ""django.contrib.auth.middleware.AuthenticationMiddleware, and "" ""django.contrib.messages.middleware.MessageMiddleware were removed from the defaults. "" ""If your project needs these middleware then you should configure this setting."" ) , obj = None , id = '1_7.W001' , ) ]"
"""Django 1.7 changed the global defaults for the MIDDLEWARE_CLASSES. django.contrib.sessions.middleware.SessionMiddleware, django.contrib.auth.middleware.AuthenticationMiddleware, and django.contrib.messages.middleware.MessageMiddleware were removed from the defaults. If your project needs these middleware then you should configure this setting."", obj set to None, and id set to a string '1_7.W001', put the result into a list and return it. if not,",else :
return an empty list.,return [ ]
from __future__ import unicode_literals into default name space.,from __future__ import unicode_literals
from django.utils.encoding import python_2_unicode_compatible and force_st into default name space.,"from django . utils . encoding import python_2_unicode_compatible , force_str"
DEBUG is integer 10.,DEBUG = 10
INFO is integer 20.,INFO = 20
WARNING is integer 30.,WARNING = 30
ERROR is integer 40.,ERROR = 40
CRITICAL is integer 50.,CRITICAL = 50
decorator python_2_unicode_compatible.,@ python_2_unicode_compatible
derive class CheckMessage from object base class.,class CheckMessage ( object ) :
"define initialization method __init__ with self class instance, level, msg, hint defaulting to None, obj defaulting to None and if defaulting to None as arguments.","def __init__ ( self , level , msg , hint = None , obj = None , id = None ) :"
"if level is not an integer raise an error with message string ""The first argument should be level."".","assert isinstance ( level , int ) , ""The first argument should be level."""
substitute level for self.level.,self . level = level
substitute msg for self.msg.,self . msg = msg
substitute hint for self.hint.,self . hint = hint
substitute obj for self.obj.,self . obj = obj
substitute id for self.id.,self . id = id
define private method __eq__ with self class instance and other as arguments.,"def __eq__ ( self , other ) :"
"if for all attr in list of attributes 'level', 'msg', 'hint', 'obj' and 'id', self and other have the same attribute attr,","return all ( getattr ( self , attr ) == getattr ( other , attr ) for attr in [ 'level' , 'msg' , 'hint' , 'obj' , 'id' ] )"
"return boolean True, otherwise return boolean False. define private method __ne__ with self class instance and other as arguments.","def __ne__ ( self , other ) :"
"if self equals to other return boolean False, otherwise return True.",return not ( self == other )
define private method __str__ with argument self.,def __str__ ( self ) :
from django.db import models into default name space.,from django . db import models
"if self.obj is None,",if self . obj is None :
"obj is a string ""?"".","obj = ""?"""
"otherwise if self.object is an instance of the models.base.ModelBase class,","elif isinstance ( self . obj , models . base . ModelBase ) :"
substitute self.obj for model.,model = self . obj
substitute model._meta.app_label for app.,app = model . _meta . app_label
"convert app and model._meta.object_name to strings, join them with separating '.' character, substitute it for obj.","obj = '%s.%s' % ( app , model . _meta . object_name )"
"if not,",else :
"call the function force_str with argument self.obj, substitute the result for obj.",obj = force_str ( self . obj )
"if self.id exists, convert self.id to a string, surround it with round brackets, substitute id for it, otherwise id is an empty string.","id = ""(%s) "" % self . id if self . id else """""
"if self.hint exists, replace '%s' in a string ""\n\tHINT: %s"" with value of self.hint, substitute it for hint, otherwise hint is an empty string.","hint = ""\n\tHINT: %s"" % self . hint if self . hint else ''"
"replace all '%s' from string ""%s: %s%s%s"" with values of obj, id, self.msg and hint, respectively, return the result.","return ""%s: %s%s%s"" % ( obj , id , self . msg , hint )"
define private method __repr__ with argument self.,def __repr__ ( self ) :
"in the string ""<%s: level=%r, msg=%r, hint=%r, obj=%r, id=%r>"", replace '%s' with the name of the type of this class instance,","return ""<%s: level=%r, msg=%r, hint=%r, obj=%r, id=%r>"" % ( self . __class__ . __name__ , self . level , self . msg , self . hint , self . obj , self . id )"
"replace all the '%r' with self.level, self.msg, self.hint. self.obj and self.id, respectively, return the result. define the method is_serious with argument self.",def is_serious ( self ) :
"return boolean True if self.level is greater than or equals to ERROR, otherwise return boolean False.",return self . level >= ERROR
define the method is_silence with argument self.,def is_silenced ( self ) :
from django.conf import settings into default name space.,from django . conf import settings
"if self.id is contained in settings.SILENCED_SYSTEM_CHECKS return boolean True, False otherwise.",return self . id in settings . SILENCED_SYSTEM_CHECKS
derive the class Debug from base class CheckMessage.,class Debug ( CheckMessage ) :
"define initialization method __init__ with self class instance, unpacked list args, unpacked dictionary kwargs as arguments.","def __init__ ( self , * args , ** kwargs ) :"
"call the __init__ method with 3 arguments: DEBUG, unpacked list args and unpacked dictionary kwargs from the base class of Debug.","return super ( Debug , self ) . __init__ ( DEBUG , * args , ** kwargs )"
derive the class Info from base class CheckMessage.,class Info ( CheckMessage ) :
"define initialization method __init__ with self class instance, unpacked list args, unpacked dictionary kwargs as arguments.","def __init__ ( self , * args , ** kwargs ) :"
"call the __init__ method with 3 arguments: INFO, unpacked list args and unpacked dictionary kwargs from the base class of Info.","return super ( Info , self ) . __init__ ( INFO , * args , ** kwargs )"
derive the class Warning from base class CheckMessage.,class Warning ( CheckMessage ) :
"define initialization method __init__ with self class instance, unpacked list args, unpacked dictionary kwargs as arguments.","def __init__ ( self , * args , ** kwargs ) :"
"call the __init__ method with 3 arguments: WARNING, unpacked list args and unpacked dictionary kwargs from the base class of Warning.","return super ( Warning , self ) . __init__ ( WARNING , * args , ** kwargs )"
derive the class Error from base class CheckMessage.,class Error ( CheckMessage ) :
"define initialization method __init__ with self class instance, unpacked list args, unpacked dictionary kwargs as arguments.","def __init__ ( self , * args , ** kwargs ) :"
"call the __init__ method with 3 arguments: ERROR, unpacked list args and unpacked dictionary kwargs from the base class of Error.","return super ( Error , self ) . __init__ ( ERROR , * args , ** kwargs )"
derive the class Critical from base class CheckMessage.,class Critical ( CheckMessage ) :
"define initialization method __init__ with self class instance, unpacked list args, unpacked dictionary kwargs as arguments.","def __init__ ( self , * args , ** kwargs ) :"
"call the __init__ method with 3 arguments: CRITICAL, unpacked list args and unpacked dictionary kwargs from the base class of Critical.","return super ( Critical , self ) . __init__ ( CRITICAL , * args , ** kwargs )"
from __future__ import unicode_literals into default name space.,from __future__ import unicode_literals
from itertools import chain into default name space.,from itertools import chain
import module types.,import types
from django.apps import apps into default name space.,from django . apps import apps
"from . import Error, Tags and register into default name space.","from . import Error , Tags , register"
decorator register with Tags.models as an argument.,@ register ( Tags . models )
define the function check_all_models with app_configs defaulting to None and unpacked dictionary kwargs as arguments.,"def check_all_models ( app_configs = None , ** kwargs ) :"
"call the model.check method with unpacked dictionary kwargs for every model in return value of function apps.get_models,",errors = [ model . check ( ** kwargs ) for model in apps . get_models ( ) if app_configs is None or model . _meta . app_config in app_configs ]
"only if app_configs is None ot model._meta.app_config is contained in app_configs, error is a list containing all the previous elements. chain all errors elements into a list, return it.",return list ( chain ( * errors ) )
decorator register with Tags.models and Tags.signals as arguments.,"@ register ( Tags . models , Tags . signals )"
"define the function check_model_signals with app_config defaulting to None and unpacked dictionary kwargs as arguments,","def check_model_signals ( app_configs = None , ** kwargs ) :"
from django.db import models into default name space.,from django . db import models
errors is an empty list.,errors = [ ]
"for name in attributes of models_signals object,",for name in dir ( models . signals ) :
"get models.signals name attribute, store it in obj.","obj = getattr ( models . signals , name )"
"if obj is instance of models.signals.ModelSignal class,","if isinstance ( obj , models . signals . ModelSignal ) :"
"for every reference and receivers in return value of the call of obj.unresolved_references.items method,","for reference , receivers in obj . unresolved_references . items ( ) :"
"for every receiver, _ and _ in receivers,","for receiver , _ , _ in receivers :"
"if receiver is an instance of types.FunctionType type,","if isinstance ( receiver , types . FunctionType ) :"
"description is a string ""The '%s' function"" replaced by value of receiver.__name__.","description = ""The '%s' function"" % receiver . __name__"
"if not,",else :
"description is a string ""An instance of the '%s' class"" with '%s' replaced by value of receiver.__class__.__name__.","description = ""An instance of the '%s' class"" % receiver . __class__ . __name__"
"call the Error function with 4 arguments, string ""%s was connected to the '%s' signal with a lazy reference to the '%s' sender,","errors . append ( Error ( ""%s was connected to the '%s' signal "" ""with a lazy reference to the '%s' sender, "" ""which has not been installed."" % ( description , name , '.' . join ( reference ) ) , obj = receiver . __module__ , hint = None , id = 'signals.E001' ) )"
"which has not been installed."" with all the '%s' replaced by values of description, name and reference joined into a string delimited by '.', respectively, obj set to receiver.__module__, hint set to None and id set to string 'signals.E001', append the result to errors. return errors.",return errors
from __future__ import unicode_literals into default name space.,from __future__ import unicode_literals
from itertools import chain into default name space.,from itertools import chain
from django.utils.itercompat import is_iterable into default name space.,from django . utils . itercompat import is_iterable
derive the class Tags with base class object.,class Tags ( object ) :
admin is a string 'admin',admin = 'admin'
compatibility is a string 'compatibility'.,compatibility = 'compatibility'
models is a string 'models',models = 'models'
signal is a string 'signals',signals = 'signals'
derive the class CheckRegistry with object as base class.,class CheckRegistry ( object ) :
define initialization method __init__ with argument self.,def __init__ ( self ) :
self.registered_checks is an empty list.,self . registered_checks = [ ]
define the method register with self ans unpacked list tags as arguments.,"def register ( self , * tags ) :"
define the method inner with argument check.,def inner ( check ) :
replace tags for check.tags.,check . tags = tags
if check is not contained in self.registered_checks.,if check not in self . registered_checks :
call the method self.registered_checks.append with argument check.,self . registered_checks . append ( check )
return check.,return check
return inner.,return inner
"define the method run_checks with self class instance, app_configs defaulting to None, tags defaulting to None as argument.","def run_checks ( self , app_configs = None , tags = None ) :"
errors is an empty list.,errors = [ ]
if tags is not None.,if tags is not None :
"append check to checks list, for every check in self.register_checks, if check has an attribute 'tags' and check.tags and tags set intersection is a non empty set.","checks = [ check for check in self . registered_checks if hasattr ( check , 'tags' ) and set ( check . tags ) & set ( tags ) ]"
if not.,else :
substitute self.registered_checks for checks.,checks = self . registered_checks
"for every check in checks,",for check in checks :
"call the check function with argument app_config set to app_config, substitute the result for new_errors.",new_errors = check ( app_configs = app_configs )
"if new_errors is not an iterable object raise an error with error message ""The function %r did not return a list. All functions registered with the checks registry must return a list."", with '%s' replaced by value of check.","assert is_iterable ( new_errors ) , ( ""The function %r did not return a list. All functions registered "" ""with the checks registry must return a list."" % check )"
call the method errors.extend with argument new_errors.,errors . extend ( new_errors )
return errors.,return errors
define the method tag_exists with self class instance and tag as arguments.,"def tag_exists ( self , tag ) :"
"return boolean True if tag is contained in self.tags_available method return value, return False otherwise.",return tag in self . tags_available ( )
define the method tags_available with argument self.,def tags_available ( self ) :
"append check.tags into a list for every check in self.registered_checks if check has 'tags' attribute, put the elements into a set and return it.","return set ( chain ( * [ check . tags for check in self . registered_checks if hasattr ( check , 'tags' ) ] ) )"
"call the function CheckRegistry, substitute the result for registry.",registry = CheckRegistry ( )
substitute registry.register for register.,register = registry . register
substitute registry.run_checks for run_checks.,run_checks = registry . run_checks
substitute registry.tag_exists for tag_exists.,tag_exists = registry . tag_exists
from __future__ import unicode_literals into default name space.,from __future__ import unicode_literals
from django.conf import settings into default name space.,from django . conf import settings
from django.middleware.csrf import get_token into default name space.,from django . middleware . csrf import get_token
from django.utils import six into default name space.,from django . utils import six
from django.utils.encoding import smart_text into default name space.,from django . utils . encoding import smart_text
from django.utils.functional import lazy into default name space.,from django . utils . functional import lazy
define the function csrf with an argument request.,def csrf ( request ) :
define the function _get_val.,def _get_val ( ) :
"call the function get_token with an argument request, substitute the result for token.",token = get_token ( request )
"if token is None,",if token is None :
return string 'NOTPROVIDED'.,return 'NOTPROVIDED'
"if not,",else :
"call the smart_text function with an argument token, return the result.",return smart_text ( token )
"call the function lazy with arguments _get_val and six.text_type, substitute the result for _get_val.","_get_val = lazy ( _get_val , six . text_type )"
return an dictionary containing 1 entry: return value of the function _get_val for 'csrf_token'.,return { 'csrf_token' : _get_val ( ) }
define the function debug with an argument request.,def debug ( request ) :
context_extras is an empty dictionary.,context_extras = { }
"if settings.DEBUG is true and value of the request.META dictionary under the 'REMOTE_ADDR' key is contained in settings.INTERNAL_IPS,",if settings . DEBUG and request . META . get ( 'REMOTE_ADDR' ) in settings . INTERNAL_IPS :
value under the 'debug' key of the context_extras dictionary is boolean True.,context_extras [ 'debug' ] = True
from django.db import connection into default name space.,from django . db import connection
substitute connection.queries for value under the 'debug' key of the context_extras dictionary.,context_extras [ 'sql_queries' ] = connection . queries
return context_extras.,return context_extras
define the function i18n with an argument request.,def i18n ( request ) :
from django.utils import translation into default name space.,from django . utils import translation
context_extras is an empty dictionary.,context_extras = { }
substitute settings.LANGUAGES for the value under the 'LANGUAGES' key of the context_extras dictionary.,context_extras [ 'LANGUAGES' ] = settings . LANGUAGES
"call the translation.get_language function, substitute the result for the value under the 'LANGUAGE_CODE' key of the context_extras dictionary.",context_extras [ 'LANGUAGE_CODE' ] = translation . get_language ( )
"call the translation.get_language_bidi function, substitute the result for the value under the 'LANGUAGE_BIDI' key of the context_extras dictionary.",context_extras [ 'LANGUAGE_BIDI' ] = translation . get_language_bidi ( )
return context_extras.,return context_extras
define the function tz with an argument request.,def tz ( request ) :
from django.utils import timezone into default name space.,from django . utils import timezone
return an dictionary containing 1 entry: return value of the function timezone.get_current_timezone_name for 'TIME_ZONE'.,return { 'TIME_ZONE' : timezone . get_current_timezone_name ( ) }
define the function static with an argument request.,def static ( request ) :
return an dictionary containing 1 entry: settings.STATIC_URL for 'STATIC_URL'.,return { 'STATIC_URL' : settings . STATIC_URL }
define the function media with an argument request.,def media ( request ) :
return an dictionary containing 1 entry: settings.MEDIA_URL for 'MEDIA_URL'.,return { 'MEDIA_URL' : settings . MEDIA_URL }
define the function request with an argument request.,def request ( request ) :
return an dictionary containing 1 entry: request for 'request'.,return { 'request' : request }
from functools import reduce into default name space.,from functools import reduce
import module operator.,import operator
from django.utils import six into default name space.,from django . utils import six
from django.utils.encoding import force_text into default name space.,from django . utils . encoding import force_text
derive the class DjangoRuntimeWarning from the RuntimeWarning base class.,class DjangoRuntimeWarning ( RuntimeWarning ) :
do nothing.,pass
derive the class AppRegistryNotReady from the Exception base class.,class AppRegistryNotReady ( Exception ) :
do nothing.,pass
derive the class ObjectDoesNotExist from the Exception base class.,class ObjectDoesNotExist ( Exception ) :
silent_variable_failure is an boolean True.,silent_variable_failure = True
derive the class MultipleObjectsReturned from the Exception base class.,class MultipleObjectsReturned ( Exception ) :
do nothing.,pass
derive the class SuspiciousOperation from the Exception base class.,class SuspiciousOperation ( Exception ) :
derive the class SuspiciousMultipartForm from the SuspiciousOperation base class.,class SuspiciousMultipartForm ( SuspiciousOperation ) :
do nothing.,pass
derive the class SuspiciousFileOperation from the SuspiciousOperation base class.,class SuspiciousFileOperation ( SuspiciousOperation ) :
do nothing.,pass
derive the class DisallowedHost from the SuspiciousOperation base class.,class DisallowedHost ( SuspiciousOperation ) :
do nothing.,pass
derive the class DisallowedRedirect from the SuspiciousOperation base class.,class DisallowedRedirect ( SuspiciousOperation ) :
do nothing.,pass
derive the class PermissionDenied from the Exception base class.,class PermissionDenied ( Exception ) :
do nothing.,pass
derive the class ViewDoesNotExist from the Exception base class.,class ViewDoesNotExist ( Exception ) :
do nothing.,pass
derive the class MiddlewareNotUsed from the Exception base class.,class MiddlewareNotUsed ( Exception ) :
do nothing.,pass
derive the class ImproperlyConfigured from the Exception base class.,class ImproperlyConfigured ( Exception ) :
do nothing.,pass
derive the class FieldError from the Exception base class.,class FieldError ( Exception ) :
do nothing.,pass
NON_FIELD_ERRORS is an string '__all__'.,NON_FIELD_ERRORS = '__all__'
derive the class ValidationError from the Exception base class.,class ValidationError ( Exception ) :
"define the method __init__ with 4 arguments: self, message, code set to None and params set to None.","def __init__ ( self , message , code = None , params = None ) :"
"call the __init__ method from the base class of the class ValidationError with arguments message, code and params.","super ( ValidationError , self ) . __init__ ( message , code , params )"
"if message is an instance of ValidationError class,","if isinstance ( message , ValidationError ) :"
"if message has an 'error_dict' attribute,","if hasattr ( message , 'error_dict' ) :"
substitute message.error_dict for message.,message = message . error_dict
"alternatively, if six.PY3 is true check if message does not have an attribute 'message', if six.PY3 is false, check if message doesnt have an attribute 'code', perform the following,","elif not hasattr ( message , 'message' if six . PY3 else 'code' ) :"
substitute message.error_list for message.,message = message . error_list
"if not,",else :
"substitute message.message, message.code, message.params for message, code and params, respectively.","message , code , params = message . message , message . code , message . params"
"if message is an instance of dict type,","if isinstance ( message , dict ) :"
self.error_dict is an empty dictionary.,self . error_dict = { }
"for every field, messages in return value of the message.items method,","for field , messages in message . items ( ) :"
"if messages is not an instance of the ValidationError class,","if not isinstance ( messages , ValidationError ) :"
messages is an instance of the ValidationError class created with an argument messages.,messages = ValidationError ( messages )
substitute messages.error_list for the value under the field key of the self.error_dict dictionary.,self . error_dict [ field ] = messages . error_list
otherwise if message is an instance of the list type.,"elif isinstance ( message , list ) :"
self.error_list is an empty list.,self . error_list = [ ]
"for every message is message,",for message in message :
"if message is not an instance of the ValidationError class,","if not isinstance ( message , ValidationError ) :"
message is an instance of the ValidationError class created with an argument message.,message = ValidationError ( message )
extend the self.error_list list with message.error_list.,self . error_list . extend ( message . error_list )
"if not,",else :
substitute message for self.message.,self . message = message
substitute code for self.code.,self . code = code
substitute params for self.params.,self . params = params
substitute list containing element self for self.error_list.,self . error_list = [ self ]
"property getter decorator,",@ property
define the method message_dict with an argument self.,def message_dict ( self ) :
get attribute 'error_dict' from the self object.,"getattr ( self , 'error_dict' )"
"convert object self to a dictionary, return it.",return dict ( self )
"property getter decorator,",@ property
define the messages with an argument self.,def messages ( self ) :
"if self has an 'error_dict' attribute,","if hasattr ( self , 'error_dict' ) :"
"call the operator.add on the values of the self object converted into a dictionary, until it is reduced to a single value, return it.","return reduce ( operator . add , dict ( self ) . values ( ) )"
convert self to a list and return it.,return list ( self )
define the method update_error_dict with arguments self and error_dict.,"def update_error_dict ( self , error_dict ) :"
"if self has an 'error_dict' attribute,","if hasattr ( self , 'error_dict' ) :"
"for every field, error_list in self.error_dict.items method return value,","for field , error_list in self . error_dict . items ( ) :"
call the method extend with an argument error_list on the return value of the method error_dict.setdefault called with 2 arguments: field and an empty list.,"error_dict . setdefault ( field , [ ] ) . extend ( error_list )"
"if not,",else :
call the method extend with an argument error_list on the return value of the method error_dict.setdefault called with 2 arguments: NON_FIELD_ERRORS and an empty list.,"error_dict . setdefault ( NON_FIELD_ERRORS , [ ] ) . extend ( self . error_list )"
return error_dict.,return error_dict
define the method __iter__ with an argument self.,def __iter__ ( self ) :
"if self has an 'error_dict' attribute,","if hasattr ( self , 'error_dict' ) :"
"for every field, errors in self.error_dict.items method return value,","for field , errors in self . error_dict . items ( ) :"
"yield field and ValidationError object converted to an list, created with an argument errors.","yield field , list ( ValidationError ( errors ) )"
"if not,",else :
"for every error in self.error_list,",for error in self . error_list :
substitute error.message for message.,message = error . message
"if error.params is true,",if error . params :
"divide message by error.params, substitute the residue of the division for message.",message %= error . params
"call the force_text with an argument message, yield the result.",yield force_text ( message )
define the method __str__ with an argument self.,def __str__ ( self ) :
"if self has an attribute 'error_dict',","if hasattr ( self , 'error_dict' ) :"
