nl,code
output_transaction is boolean False.,output_transaction = False
leave_locale_alone is boolean False.,leave_locale_alone = False
define the method __init__ with an argument self.,def __init__ ( self ) :
"call the function color_style, substitute the result for self.style.",self . style = color_style ( )
"if self has an 'requires_model_validation' attribute, has_old_option is boolean True, otherwise it is boolean False.","has_old_option = hasattr ( self , 'requires_model_validation' )"
"if self has an 'requires_system_checks' attribute, has_new_option is boolean True, otherwise it is boolean False.","has_new_option = hasattr ( self , 'requires_system_checks' )"
"if has_old_option is true,",if has_old_option :
"call the function warnings.warn with 2 arguments: string '""requires_model_validation"" is deprecated '","warnings . warn ( '""requires_model_validation"" is deprecated ' 'in favor of ""requires_system_checks"".' , RemovedInDjango19Warning )"
"'in favor of ""requires_system_checks"".' and RemovedInDjango19Warning. if has_old_option and has_new_option are both true,",if has_old_option and has_new_option :
"raise an ImproperlyConfigured exception wiht an argument string 'Command %s defines both ""requires_model_validation"" '","raise ImproperlyConfigured ( 'Command %s defines both ""requires_model_validation"" ' 'and ""requires_system_checks"", which is illegal. Use only ' '""requires_system_checks"".' % self . __class__ . __name__ )"
"'and ""requires_system_checks"", which is illegal. Use only ""requires_system_checks"".', replace '%s' for self.__class__.__name__. call the method self.requires_system_checks with an argument: self.requires_system_checks if has_new_option is true,",self . requires_system_checks = ( self . requires_system_checks if has_new_option else self . requires_model_validation if has_old_option else True )
"or if it is false, but has_old_option is true use self.requires_model_validation, if they are both false use boolean True as an argument. property decorator,",@ property
"define the method use_argparse with an argument self,",def use_argparse ( self ) :
"convert self.option_list into a boolean, return the inverted value.",return not bool ( self . option_list )
define the method get_version with an arguments self.,def get_version ( self ) :
"call the function django.get_version, return the result.",return django . get_version ( )
define the method usage with arguments self and subcommand.,"def usage ( self , subcommand ) :"
"substitute '%s' in the string '%%prog %s [options] %s' with subcommand and self.args, respectively, substitute it for usage.","usage = '%%prog %s [options] %s' % ( subcommand , self . args )"
"if self.help is true,",if self . help :
"join usage and self.help into a string, separated by 2 new line characters, return it.","return '%s\n\n%s' % ( usage , self . help )"
"if not,",else :
return usage.,return usage
"define the method create_parser with 3 arguments: self, prog_name and subcommand.","def create_parser ( self , prog_name , subcommand ) :"
"if self.use_argparse is false,",if not self . use_argparse :
"call the function warnings.warn with 2 arguments: string ""OptionParser usage for Django management commands ""","warnings . warn ( ""OptionParser usage for Django management commands "" ""is deprecated, use ArgumentParser instead"" , RemovedInDjango20Warning )"
"""is deprecated, use ArgumentParser instead"" and RemovedInDjango20Warning. parser is an instance of the object OptionParser, created with arguments: prog set to prog_name,","parser = OptionParser ( prog = prog_name , usage = self . usage ( subcommand ) , version = self . get_version ( ) )"
"usage set to return value of the method self.usage called with an argument subcommand, version set to return value of the method self.get_version. call the method parser.add_option with 8 arguments: string '-v', string '--verbosity', action set to string 'store',","parser . add_option ( '-v' , '--verbosity' , action = 'store' , dest = 'verbosity' , default = '1' , type = 'choice' , choices = [ '0' , '1' , '2' , '3' ] , help = 'Verbosity level; 0=minimal output, 1=normal output, 2=verbose output, 3=very verbose output' )"
"dest set to string 'verbosity', default set to string '1', type set to string 'choice', choices is a list containing elements: '0', '1', '2', '3', and help as a string 'Verbosity level; 0=minimal output, 1=normal output, 2=verbose output, 3=very verbose output'. call the method parser.add_option with 2 arguments: string '--settings' and help as a string 'The Python path to a settings module, e.g. ""myproject.settings.main"". If this isn\'t provided, the DJANGO_SETTINGS_MODULE environment variable will be used.'.","parser . add_option ( '--settings' , help = 'The Python path to a settings module, e.g. ""myproject.settings.main"". If this isn\'t provided, the DJANGO_SETTINGS_MODULE environment variable will be used.' )"
"call the method parser.add_option with 2 arguments: string '--pythonpath' and help set to string 'A directory to add to the Python path, e.g. ""/home/djangoprojects/myproject"".'.","parser . add_option ( '--pythonpath' , help = 'A directory to add to the Python path, e.g. ""/home/djangoprojects/myproject"".' ) ,"
"call the method parser.add_option with 3 arguments: string '--traceback', action set to a string 'store_true',","parser . add_option ( '--traceback' , action = 'store_true' , help = 'Raise on exception' )"
"and help='Raise on exception'. call the method parser.add_option with 5 arguments: string '--no-color', action set to a string 'store_true',","parser . add_option ( '--no-color' , action = 'store_true' , dest = 'no_color' , default = False , help = ""Don't colorize the command output."" )"
"dest set to string 'no_color' default set to boolean False and help set to a string ""Don't colorize the command output."". for every opt in self.option_list,",for opt in self . option_list :
call the method parser.add_option with an argument opt.,parser . add_option ( opt )
"if not,",else :
"parser is an instance of CommandParser class, created with 3 arguments: self, prog as a string created by joining:","parser = CommandParser ( self , prog = ""%s %s"" % ( os . path . basename ( prog_name ) , subcommand ) , description = self . help or None )"
"os.path.basename(prog_name) and subcommand, separated by whitespace and description set to self.help, if exists, or None, otherwise. call the method parser.add_option with 3 arguments: string '--version', action set to string 'version',","parser . add_argument ( '--version' , action = 'version' , version = self . get_version ( ) )"
"and version set to result of the method self.get_version. call the method parser.add_option with 8 arguments: string '-v', string '--verbosity', action set to string 'store',","parser . add_argument ( '-v' , '--verbosity' , action = 'store' , dest = 'verbosity' , default = '1' , type = int , choices = [ 0 , 1 , 2 , 3 ] , help = 'Verbosity level; 0=minimal output, 1=normal output, 2=verbose output, 3=very verbose output' )"
"dest set to string 'verbosity', default set to string '1', type set to int, choices is a list, containing integers: 0, 1, 2 and 3, call the method parser.add_option with 2 arguments: string '--settings' and help as a string 'The Python path to a settings module, e.g. ""myproject.settings.main"". If this isn\'t provided, the DJANGO_SETTINGS_MODULE environment variable will be used.'","parser . add_argument ( '--settings' , help = 'The Python path to a settings module, e.g. ""myproject.settings.main"". If this isn\'t provided, the DJANGO_SETTINGS_MODULE environment variable will be used.' )"
"call the method parser.add_option with 2 arguments: string '--pythonpath' and help set to a string 'A directory to add to the Python path, e.g. ""/home/djangoprojects/myproject"".'","parser . add_argument ( '--pythonpath' , help = 'A directory to add to the Python path, e.g. ""/home/djangoprojects/myproject"".' )"
"call the method parser.add_option with 3 arguments: string '--traceback', action set to a string 'store_true',","parser . add_argument ( '--traceback' , action = 'store_true' , help = 'Raise on exception' )"
"and help set to string 'Raise on exception'. call the method parser.add_option with 5 arguments: string '--no-color', action is string 'store_true', dest is string 'no_color',","parser . add_argument ( '--no-color' , action = 'store_true' , dest = 'no_color' , default = False , help = ""Don't colorize the command output."" )"
"default is boolean False, and help is a string ""Don't colorize the command output."". if self.args is true,",if self . args :
call the method parser.add_argument with 2 arguments: string 'args' and nargs set to '*'.,"parser . add_argument ( 'args' , nargs = '*' )"
call the method self.add_arguments with an argument parser.,self . add_arguments ( parser )
return parser,return parser
define the method add_arguments with an argument self and parser.,"def add_arguments ( self , parser ) :"
do nothing,pass
"define the method print_help with 3 arguments: self, prog_name and subcommand.","def print_help ( self , prog_name , subcommand ) :"
call the method self.create_parser with arguments prog_name and subcommand.,"parser = self . create_parser ( prog_name , subcommand )"
call the method parser.print_help.,parser . print_help ( )
define the method run_from_argv with arguments self and argv.,"def run_from_argv ( self , argv ) :"
self._called_from_command_line is boolean True.,self . _called_from_command_line = True
"call the method self.create_parser with first and second element of argv, substitute the result for parser.","parser = self . create_parser ( argv [ 0 ] , argv [ 1 ] )"
"if self.use_argparse is true,",if self . use_argparse :
"call the method parser.parse_args with argv, without the first 2 elements, substitute the result for options.",options = parser . parse_args ( argv [ 2 : ] )
"call the function vars with an argument options, substitute the result for cmd_options.",cmd_options = vars ( options )
"if 'args' is contained in options,",if 'args' in options :
substitute options.args for args.,args = options . args
delete value under the 'args' key of the cmd_options dictionary.,del cmd_options [ 'args' ]
"if not,",else :
args is an empty tuple.,args = ( )
"if not,",else :
"call the method parser.parse_args with argv, without the first 2 elements, substitute the result for options and args.","options , args = parser . parse_args ( argv [ 2 : ] )"
"call the function vars with an argument options, substitute the result for cmd_options.",cmd_options = vars ( options )
call the function handle_default_options with an argument options.,handle_default_options ( options )
"try,",try :
"call the method self.execute, with 2 arguments: unpacked list args and unpacked dictionary cmd_options.","self . execute ( * args , ** cmd_options )"
"if Exception, renamed to e, exception is caught,",except Exception as e :
"if options.traceback is true or e is not CommandError instance,","if options . traceback or not isinstance ( e , CommandError ) :"
raise an exception.,raise
"if it exists, get 'stderr' attribute of self, substitute it for stderr, if not, stderr is an instance of OutputWrapper class,","stderr = getattr ( self , 'stderr' , OutputWrapper ( sys . stderr , self . style . ERROR ) )"
"created with arguments sys.stderr and self.style.ERROR. replace '%s' in string '%s: %s' with e.__class__.__name__ and e, respectively, write it to the stderr stream.","stderr . write ( '%s: %s' % ( e . __class__ . __name__ , e ) )"
call the function sys.exit with an argument integer 1.,sys . exit ( 1 )
"define the method execute with 3 arguments: self, unpacked list args and unpacked dictionary options.","def execute ( self , * args , ** options ) :"
"self.stdout is an instance of OutputWrapper class created with an argument: value under the 'stdout' key of the options dictionary,","self . stdout = OutputWrapper ( options . get ( 'stdout' , sys . stdout ) )"
if the key doesnt exists use sys.stdout as an argument. if value under the 'no_color' key of the options dictionary.,if options . get ( 'no_color' ) :
"call the function no_style, substitute the result for self.style.",self . style = no_style ( )
"self.stderr is an OutputWrapper object instance, created with value under the 'stderr' key of the options dictionary as an argument,","self . stderr = OutputWrapper ( options . get ( 'stderr' , sys . stderr ) )"
"if the key doesnt exists use sys.stderr as an argument. if not,",else :
"self.stderr is an instance of an OutputWrapper object, created with 2 arguments: value under the 'stderr' key of the options dictionary, if it doesnt exists use the sys.stderr instead, and self.style.ERROR.","self . stderr = OutputWrapper ( options . get ( 'stderr' , sys . stderr ) , self . style . ERROR )"
"if self.can_import_settings is true,",if self . can_import_settings :
"from django.conf import settings into default namespace,",from django . conf import settings
saved_locale is None.,saved_locale = None
"if self.leave_locale_alone is false,",if not self . leave_locale_alone :
"if self.can_import_settings is false,",if not self . can_import_settings :
"raise an CommandError exception with an argument string, ""Incompatible values of 'leave_locale_alone' ""","raise CommandError ( ""Incompatible values of 'leave_locale_alone' "" ""(%s) and 'can_import_settings' (%s) command "" ""options."" % ( self . leave_locale_alone , self . can_import_settings ) )"
"""(%s) and 'can_import_settings' (%s) command options."", replace '%s' with self.leave_locale_alone and self.can_import_settings. from django.utils import translation into default namespace.",from django . utils import translation
"call the method translation.get_language, substitute th result for saved_locale.",saved_locale = translation . get_language ( )
call the method translation.activate with an argument string 'en-us'.,translation . activate ( 'en-us' )
"try,",try :
"if self.requires_system_checks is true and values under the 'skip_validation' and 'skip_checks' keys of the options dictionary are false,",if ( self . requires_system_checks and not options . get ( 'skip_validation' ) and not options . get ( 'skip_checks' ) ) :
"call the method self.check,",self . check ( )
"call the method self.handle with 2 arguments unpacked list args and unpacked dictionary options, substitute the result for output.","output = self . handle ( * args , ** options )"
"if output is true,",if output :
"if self.output_transaction is true,",if self . output_transaction :
from django.db import connections and DEFAULT_DB_ALIAS into default namespace.,"from django . db import connections , DEFAULT_DB_ALIAS"
"get the value under the 'database' key of the options dictionary, if it doesnt exists use the DEFAULT_DB_ALIAS to address an element","connection = connections [ options . get ( 'database' , DEFAULT_DB_ALIAS ) ]"
"from the connections list, substitute it for connection. call the method connection.ops.start_transaction_sql, if it evaluates to true,",if connection . ops . start_transaction_sql ( ) :
"call the method connection.ops.start_transaction_sql, use the result as an argument for the call to the method self.style.SQL_KEYWORD,",self . stdout . write ( self . style . SQL_KEYWORD ( connection . ops . start_transaction_sql ( ) ) )
write the result to the self.stdout stream. write output to self.stdout stream.,self . stdout . write ( output )
"if self.output_transaction is true,",if self . output_transaction :
"call the method connection.ops.end_transaction_sql, use the result as the argument for the call to the method self.style.SQL_KEYWORD,",self . stdout . write ( '\n' + self . style . SQL_KEYWORD ( connection . ops . end_transaction_sql ( ) ) )
"append the result to the '\n' string, write it to self.stdout. finally perform,",finally :
"if saved_locale is not None,",if saved_locale is not None :
call the method translation.activate with an argument saved_locale.,translation . activate ( saved_locale )
"define the method with 3 arguments: self, app_config set to None and display_num_errors set to boolean False.","def validate ( self , app_config = None , display_num_errors = False ) :"
"if app_config is None,",if app_config is None :
app_configs is not None.,app_configs = None
"if not,",else :
app_configs is a list containing app_config.,app_configs = [ app_config ]
"call the method self.check with 2 arguments app_configs set to app_configs, display_num_errors set to display_num_errors, return the result.","return self . check ( app_configs = app_configs , display_num_errors = display_num_errors )"
"define the method check with 4 arguments: self, app_configs set to None, tags set to None, display_num_errors set to boolean False.","def check ( self , app_configs = None , tags = None , display_num_errors = False ) :"
"call the method checks.run_checks with 2 arguments: app_configs set to app_configs, tags set t tags, substitute the result for all_issues.","all_issues = checks . run_checks ( app_configs = app_configs , tags = tags )"
msg is an empty string.,"msg = """""
visible_issue_count is an integer 0.,visible_issue_count = 0
"if all_issues is true,",if all_issues :
"append e to debugs list for every e in all_issues, if e.level is lesser than checks.INFO and result of the method e.is_silenced in false.",debugs = [ e for e in all_issues if e . level < checks . INFO and not e . is_silenced ( ) ]
"append e to infos list for every e in all_issues, if checks.INFO is lesser or equal to e.level,",infos = [ e for e in all_issues if checks . INFO <= e . level < checks . WARNING and not e . is_silenced ( ) ]
"and e.level is lesser than checks.WARNING and result of the method e.is_silenced in false. append e to warnings list for every e in all_issues, if checks.WARNING is lesser than or equal to e.level,",warnings = [ e for e in all_issues if checks . WARNING <= e . level < checks . ERROR and not e . is_silenced ( ) ]
"and e.level is lesser than checks.WARNING and result of the method e.is_silenced in false. append e to errors list for every e in all_issues, if checks.ERROR is lesser than or equal to e.level,",errors = [ e for e in all_issues if checks . ERROR <= e . level < checks . CRITICAL ]
"and e.level is lesser than checks.CRITICAL. append e to criticals list for every e in all_issues, if checks.CRITICAL is lesser than or equal to e.level.",criticals = [ e for e in all_issues if checks . CRITICAL <= e . level ]
"sorted_issues is a list of tuples with 5 entries: criticals and 'CRITICALS', errors and 'ERRORS', warnings and 'WARNINGS',","sorted_issues = [ ( criticals , 'CRITICALS' ) , ( errors , 'ERRORS' ) , ( warnings , 'WARNINGS' ) , ( infos , 'INFOS' ) , ( debugs , 'DEBUGS' ) , ]"
"infos, 'INFOS' for every issues and group_name in sorted_issues,","for issues , group_name in sorted_issues :"
"if issues is true,",if issues :
increment visible_issue_count for length of issues.,visible_issue_count += len ( issues )
"if e.is_serious method evaluates to true, call the function color_style, on the result call the method ERROR with result of the force_str called with an argument e, if not call the function color_style on the result call the method ERROR with result of the force_str called with an argument e, for every e in issues, formatted is a tuple containing the previous result.",formatted = ( color_style ( ) . ERROR ( force_str ( e ) ) if e . is_serious ( ) else color_style ( ) . WARNING ( force_str ( e ) ) for e in issues )
"sort elements formatted, join them in the list separated with newline character, substitute the result for formatted.","formatted = ""\n"" . join ( sorted ( formatted ) )"
"substitute '%s' in the string '\n%s:\n%s\n', with group_name and formatted, substitute the result for msg.","msg += '\n%s:\n%s\n' % ( group_name , formatted )"
"if msg is true,",if msg :
"replace '%s' in string ""System check identified some issues:\n%s"" with msg, substitute it for msg.","msg = ""System check identified some issues:\n%s"" % msg"
"if display_num_errors is true,",if display_num_errors :
"if msg is true,",if msg :
append newline character to msg.,msg += '\n'
"append string ""System check identified %s (%s silenced)."" to msg, replace first '%s' for: string ""no issues"",","msg += ""System check identified %s (%s silenced)."" % ( ""no issues"" if visible_issue_count == 0 else ""1 issue"" if visible_issue_count == 1 else ""%s issues"" % visible_issue_count , len ( all_issues ) - visible_issue_count , )"
"if visible_issue_count equals to integer 0, or for string ""1 issue"" if visible_issue_count equals integer 1, or for string ""%s issues"", with '%s' replaced by visible_issue_count, subtract visible_issue_count from length of all_issues, and substitute it for second '%s' in the stirting string. if any element in the return value of the e.is_serious method is true, and if return value of the method e.is_silenced is false,",if any ( e . is_serious ( ) and not e . is_silenced ( ) for e in all_issues ) :
"for every e in all_issues, raise an CommandError with argument msg,",raise CommandError ( msg )
"otherwise if msg and visible_issue_count are true,",elif msg and visible_issue_count :
write msg to self.stderr stream.,self . stderr . write ( msg )
"otherwise if msg is true,",elif msg :
write msg to self.stderr stream.,self . stdout . write ( msg )
"define the method handle with 3 arguments: self, unpacked args and unpacked dictionary options.","def handle ( self , * args , ** options ) :"
raise an NotImplementedError exception with an argument string 'subclasses of BaseCommand must provide a handle() method'.,raise NotImplementedError ( 'subclasses of BaseCommand must provide a handle() method' )
derive the AppCommand class from the BaseCommand base class.,class AppCommand ( BaseCommand ) :
"missing_args_message is an string ""Enter at least one application label."".","missing_args_message = ""Enter at least one application label."""
define the method add_arguments with self and parser as arguments.,"def add_arguments ( self , parser ) :"
"call the method parser.add_argument with 4 arguments: string 'args', metavar set to 'app_label', nargs set to '+',","parser . add_argument ( 'args' , metavar = 'app_label' , nargs = '+' , help = 'One or more application label.' )"
"and help set to string 'One or more application label.'. define the method handle with 3 arguments: self, unpacked list app_labels and unpacked dictionary options.","def handle ( self , * app_labels , ** options ) :"
from django.apps import apps into default name space.,from django . apps import apps
"try,",try :
"call the method apps.get_app_config with an argument app_lable, for every app_label in app_labels, append the results to app_configs list.",app_configs = [ apps . get_app_config ( app_label ) for app_label in app_labels ]
"if LookupError or ImportError, renamed to e, exceptions are caught,","except ( LookupError , ImportError ) as e :"
"raise an CommandError with an argument string ""%s. Are you sure your INSTALLED_APPS setting is correct?"", with '%s' replaced by e.","raise CommandError ( ""%s. Are you sure your INSTALLED_APPS setting is correct?"" % e )"
output is an empty list.,output = [ ]
"for eery app_config in app_configs,",for app_config in app_configs :
"call the self.handle_app_config method with app_config and options as arguments, substitute the result for app_output.","app_output = self . handle_app_config ( app_config , ** options )"
"if app_output is true,",if app_output :
append app_output to output.,output . append ( app_output )
"join elements of output into a string, separated by newline characters, return it.",return '\n' . join ( output )
"define the method handle_app_config with 3 arguments: self, app_config and unpacked dictionary options.","def handle_app_config ( self , app_config , ** options ) :"
"try,",try :
substitute self.handle_app for handle_app.,handle_app = self . handle_app
"if AttributeError exception is caught,",except AttributeError :
"raise an NotImplementedError with an argument string ""Subclasses of AppCommand must provide a handle_app_config() method."".","raise NotImplementedError ( ""Subclasses of AppCommand must provide"" ""a handle_app_config() method."" )"
"if not,",else :
"call the function warnings.warn with 3 argument: string ""AppCommand.handle_app() is superseded by AppCommand.handle_app_config()."",","warnings . warn ( ""AppCommand.handle_app() is superseded by "" ""AppCommand.handle_app_config()."" , RemovedInDjango19Warning , stacklevel = 2 )"
"RemovedInDjango19Warning and stacklevel set to integer 2. if app_config.models_module is None,",if app_config . models_module is None :
"raise an CommandError with an argument string ""AppCommand cannot handle app '%s' in legacy mode because it doesn't have a models module."", where '%s' is replaced by app_config.label.","raise CommandError ( ""AppCommand cannot handle app '%s' in legacy mode "" ""because it doesn't have a models module."" % app_config . label )"
call the function handle_app with 2 arguments: app_config.models_module and unpacked dictionary options.,"return handle_app ( app_config . models_module , ** options )"
derive the LabelCommand class from the BaseCommand base class.,class LabelCommand ( BaseCommand ) :
label is a string 'label',label = 'label'
"substitute string ""Enter at least one %s."", with '%s' replaced by label, for missing_args_message.","missing_args_message = ""Enter at least one %s."" % label"
define the method add_arguments with arguments self and parser.,"def add_arguments ( self , parser ) :"
"call the method parser.add_argument with 3 arguments: string 'args', metavar set to self.label and nargs set to '+'.","parser . add_argument ( 'args' , metavar = self . label , nargs = '+' )"
"define the method handle with 3 arguments: self, unpacked list labels and unpacked dictionary options.","def handle ( self , * labels , ** options ) :"
output is an empty list.,output = [ ]
"for every label in labels,",for label in labels :
"call the method self.handle_label with 2 arguments: label and unpacked dictionary options, substitute the result for label_output.","label_output = self . handle_label ( label , ** options )"
"if label_output is true,",if label_output :
append label_output to output.,output . append ( label_output )
"join output into a string, separated by newline characters, return it.",return '\n' . join ( output )
"define the method handle_label with 3 arguments: self, label and unpacked dictionary options.","def handle_label ( self , label , ** options ) :"
raise an NotImplementedError exception with an argument string 'subclasses of LabelCommand must provide a handle_label() method'.,raise NotImplementedError ( 'subclasses of LabelCommand must provide a handle_label() method' )
derive the NoArgsCommand class from the BaseCommand base class.,class NoArgsCommand ( BaseCommand ) :
args is an empty string.,args = ''
define the method __init__ with an argument self.,def __init__ ( self ) :
"call the function warnings.warn with 2 arguments: string ""NoArgsCommand class is deprecated and will be removed in Django 2.0. ""","warnings . warn ( ""NoArgsCommand class is deprecated and will be removed in Django 2.0. "" ""Use BaseCommand instead, which takes no arguments by default."" , RemovedInDjango20Warning )"
"""Use BaseCommand instead, which takes no arguments by default."" and RemovedInDjango20Warning. call the __init__ method from the base class of the NoArgsCommand class.","super ( NoArgsCommand , self ) . __init__ ( )"
"define the method handle with 3 arguments: self, unpacked list args and unpacked dictionary options.","def handle ( self , * args , ** options ) :"
"if args is true,",if args :
"raise an CommandError exception with an argument string ""Command doesn't accept any arguments"".","raise CommandError ( ""Command doesn't accept any arguments"" )"
"call the self.handle_noargs method with with unpacked dictionary options as argument, return the result.",return self . handle_noargs ( ** options )
define the method handle_noargs with 2 arguments: self and unpacked dictionary options.,"def handle_noargs ( self , ** options ) :"
raise an NotImplementedError with an argument string 'subclasses of NoArgsCommand must provide a handle_noargs() method'.,raise NotImplementedError ( 'subclasses of NoArgsCommand must provide a handle_noargs() method' )
import module os.,import os
import module sys.,import sys
from django.utils import termcolors into default name space.,from django . utils import termcolors
"define the function supports_color, without arguments.",def supports_color ( ) :
substitute sys.platform for plat.,plat = sys . platform
"evaluate the logic expression, plat does not equals to string 'Pocket PC', and plat does not equals to string 'win32'",supported_platform = plat != 'Pocket PC' and ( plat != 'win32' or 'ANSICON' in os . environ )
"or string 'ANICON' is in os.environ, substitute the evaluated boolean for supported_platform. if sys.stdout has an attribute named 'isatty' and call to the sys.stdout.isatty returns boolean True, substitute True for is_a_tty.","is_a_tty = hasattr ( sys . stdout , 'isatty' ) and sys . stdout . isatty ( )"
"if supported_platform is False or is_a_tty is False,",if not supported_platform or not is_a_tty :
return boolean False.,return False
return boolean True.,return True
"define function color_style, without input arguments.",def color_style ( ) :
"call the function supports_color, if evaluates to False,",if not supports_color ( ) :
substitute return value of function no_style for style.,style = no_style ( )
"if not,",else :
"get the value under the key 'DJANGO_COLORS' of os.environ dictionary, if key doesnt exists return empty string, assign the result to DJANGO_COLORS.","DJANGO_COLORS = os . environ . get ( 'DJANGO_COLORS' , '' )"
"call the function termcolors.parse_color_setting with DJANGO_COLORS as an argument, assign the result to color_settings.",color_settings = termcolors . parse_color_setting ( DJANGO_COLORS )
"if color_setting is True,",if color_settings :
define class dummy.,class dummy :
do nothing.,pass
style is an instance of the dummy class.,style = dummy ( )
"for every role in termcolors.PALETTES list at the index termcolors.NOCOLOR_PALETTE,",for role in termcolors . PALETTES [ termcolors . NOCOLOR_PALETTE ] :
"assign the value of the dictionary color_settings under the key role to format, if key doesnt exist assign the empty dictionary.","format = color_settings . get ( role , { } )"
sets the role attribute of the style object to the value of the call to the termcolors.make_style function with dictionary format as an argument.,"setattr ( style , role , termcolors . make_style ( ** format ) )"
substitute style.ERROR for style.ERROR_OUTPUT.,style . ERROR_OUTPUT = style . ERROR
"if not,",else :
substitute return value of function no_style for style.,style = no_style ( )
return style.,return style
"define function no_style, without input arguments.",def no_style ( ) :
define class dummy.,class dummy :
define private method __getattr__ with self class instance and attr as the arguments.,"def __getattr__ ( self , attr ) :"
"create lambda identity function which returns x for input parameter x, return the function.",return lambda x : x
return an instance of a dummy class.,return dummy ( )
from __future__ import unicode_literals into default name space.,from __future__ import unicode_literals
from django.apps import apps into default name space.,from django . apps import apps
from django.core import checks into default name space.,from django . core import checks
from django.core.checks.registry import registry into default name space.,from django . core . checks . registry import registry
from django.core.management.base import BaseCommand and CommandError into default name space.,"from django . core . management . base import BaseCommand , CommandError"
derive the class Command from the BaseCommand base class.,class Command ( BaseCommand ) :
"help is a string ""Checks the entire Django project for potential problems."".","help = ""Checks the entire Django project for potential problems."""
requires_system_checks is boolean False.,requires_system_checks = False
define the method add_arguments with arguments self and parser.,"def add_arguments ( self , parser ) :"
"call the method parser.add_argument with 3 arguments: string 'args', metavar set to string 'app_label' and nargs set to '*'.","parser . add_argument ( 'args' , metavar = 'app_label' , nargs = '*' )"
"call the method parser.add_argument with 5 arguments: string '--tag', string '-t', action set to string 'append',","parser . add_argument ( '--tag' , '-t' , action = 'append' , dest = 'tags' , help = 'Run only checks labeled with given tag.' )"
"dest set to string 'tags' and help set to string 'Run only checks labeled with given tag.'. call the method parser.add_argument with 4 arguments: string '--list-tags', action set to string 'store_true',","parser . add_argument ( '--list-tags' , action = 'store_true' , dest = 'list_tags' , help = 'List available tags.' )"
"dest set to string 'list_tags' and help set to string 'List available tags.'. define method handle with arguments self, unapcked list app_labels and unpacked dictionary options.","def handle ( self , * app_labels , ** options ) :"
"if value under the 'list_tags' key of options dictionay is true,",if options . get ( 'list_tags' ) :
"call the method registry.tags_available, sort the result and join it into a string, separate by newlines, write it to self.stdout.",self . stdout . write ( '\n' . join ( sorted ( registry . tags_available ( ) ) ) )
return nothing.,return
"if app_labels is true,",if app_labels :
"call the method apps.get_app_config with an argument app_label, for every app_label in app_labels, append the results to a list,",app_configs = [ apps . get_app_config ( app_label ) for app_label in app_labels ]
"substitute the resulting list for app_config. if not,",else :
app_configs is None.,app_configs = None
"get the value under the 'tags' key of the options dictionary, if it exists substitute it for tags, if not, tags is None.","tags = options . get ( 'tags' , None )"
"if tags exists and if all elements in the return value of the method checks.tag_exists called with an argument tag,",if tags and any ( not checks . tag_exists ( tag ) for tag in tags ) :
"for every tag in tags, are false, for every tag in tags, if return value of the method checks.tag_exists called with an argument tag, evaluates to false,",invalid_tag = next ( tag for tag in tags if not checks . tag_exists ( tag ) )
"use tag as an argument to call the iterator method next, substitute the result for invalid_tag. raise an CommandError exception with an argument string 'There is no system check with the ""%s"" tag.', where '%s' is replaced with invalid_tag.","raise CommandError ( 'There is no system check with the ""%s"" tag.' % invalid_tag )"
"call the method self.check with arguments: app_configs set to app_configs, tags set to tags, display_num_errors set to boolean True.","self . check ( app_configs = app_configs , tags = tags , display_num_errors = True )"
from __future__ import unicode_literals into default name space.,from __future__ import unicode_literals
import module codecs.,import codecs
import module glob.,import glob
import module os.,import os
from django.core.management.base import BaseCommand and CommandError into default name space.,"from django . core . management . base import BaseCommand , CommandError"
from django.core.management.utils import find_command and popen_wrapper into default name space.,"from django . core . management . utils import find_command , popen_wrapper"
from django.utils._os import npath and upath into default name space.,"from django . utils . _os import npath , upath"
define the function has_bom with fn as argument.,def has_bom ( fn ) :
"open the file fn in read mode, with file descriptor as f,","with open ( fn , 'rb' ) as f :"
read 4 bytes from file f and store it in sample.,sample = f . read ( 4 )
"evaluate the boolean expression, if first three characters of sample equals to string of bytes '\xef\xbb\xbf\',",return sample [ : 3 ] == b'\xef\xbb\xbf' or sample . startswith ( codecs . BOM_UTF16_LE ) or sample . startswith ( codecs . BOM_UTF16_BE )
"of if sample starts with codecs.BOM_UTF16_LE or sample starts with codecs.BOM_UTF16_BE, return the evaluated boolean expression. define the function is_writable with path as argument,",def is_writable ( path ) :
"try,",try :
"with open file path in append mode,","with open ( path , 'a' ) :"
"call the os.utime unction, with path and None as arguments.","os . utime ( path , None )"
"if IOError or OSError exceptions occurred,","except ( IOError , OSError ) :"
return boolean False.,return False
return boolean True.,return True
derive class Command from base class BaseCommand.,class Command ( BaseCommand ) :
help is string 'Compiles .po files to .mo files for use with builtin gettext support.'.,help = 'Compiles .po files to .mo files for use with builtin gettext support.'
requires_system_checks is boolean False.,requires_system_checks = False
leave_locale_alone is boolean True.,leave_locale_alone = True
program is string 'msgfmt',program = 'msgfmt'
program_options is list containing string '--check-format'.,program_options = [ '--check-format' ]
define method add_arguments with self class instance and parser as arguments.,"def add_arguments ( self , parser ) :"
"call the method parser.add_argument with string '--locale', string '-l', dest set to string 'locale', action set to string 'append',","parser . add_argument ( '--locale' , '-l' , dest = 'locale' , action = 'append' , default = [ ] , help = 'Locale(s) to process (e.g. de_AT). Default is to process all. ' 'Can be used multiple times.' )"
